"from","to","weight"
"Monica","Mr. Posner",1
"Monica","Mr. Simon",1
"Monica","Mr. Thompson",1
"Monica","Mr. Treeger",5
"Monica","Mr. Tribbiani",1
"Monica","Mr. Waltham",4
"Monica","Mr. Wineburg",1
"Monica","Mr. Zelner",4
"Monica","Mrs Buffay",1
"Monica","Mrs Green",1
"Monica","Mrs. Bing",4
"Monica","Mrs. Burgin",1
"Monica","Mrs. Burkart",1
"Monica","Mrs. Chatracus",1
"Monica","Mrs. Geller",17
"Monica","Mrs. Green",2
"Monica","Mrs. Greene",1
"Monica","Mrs. Lynch",1
"Monica","Mrs. Potter",1
"Monica","Mrs. Tedlock",1
"Monica","Mrs. Tribbiani",1
"Monica","Mrs. Waltham",2
"Monica","Mrs. Wineburg",1
"Monica","Ms. Geller",1
"Monica","Ms. Lambert",1
"Monica","Ms. Mckenna",1
"Monica","Nancy",1
"Monica","Narrator",1
"Monica","New Scene",223
"Monica","Nina",1
"Monica","Note",1
"Monica","Nurse",13
"Monica","Nurse #1",1
"Monica","Nurse #2",1
"Monica","Old Woman",1
"Monica","Older Scientist",1
"Monica","Others",1
"Monica","Oven",1
"Monica","Owen",1
"Monica","Pa",1
"Monica","Paleontologist",1
"Monica","Paolo",3
"Monica","Parker",1
"Monica","Party Guests",1
"Monica","Passenger",1
"Monica","Passenger #1",1
"Monica","Passenger #2",1
"Monica","Passenger #3",1
"Monica","Past Life Phoebe",1
"Monica","Patrick",1
"Monica","Patron",1
"Monica","Paul",4
"Monica","Paula",1
"Monica","Paulo",1
"Monica","Pbs Volunteer",1
"Monica","Pete",6
"Monica","Pete's Mom",1
"Monica","Peter",1
"Monica","Petrie",1
"Monica","Phil",1
"Monica","Phoebe",224
"Monica","Phoebe Sr",2
"Monica","Phoebe Sr.",1
"Monica","Phoebe-Estelle",1
"Monica","Phoebe's Assistant",1
"Monica","Photographer",1
"Monica","Pizza Guy",2
"Monica","Policeman",1
"Monica","Precious",1
"Monica","Priest on Tv",1
"Monica","Producer",1
"Monica","Prof. Sherman",1
"Monica","Professor Feesen",1
"Monica","Professor Sherman",1
"Monica","Professor Spafford",1
"Monica","Professore Clerk",1
"Monica","Quartet",1
"Monica","Racel",1
"Monica","Rache",1
"Monica","Rachel",224
"Monica","Rachel's Boss",1
"Monica","Radio",1
"Monica","Rahcel",1
"Monica","Ralph Lauren",1
"Monica","Ray",1
"Monica","Raymond",1
"Monica","Realtor",2
"Monica","Receptionist",5
"Monica","Referee",1
"Monica","Richard",9
"Monica","Richard's Date",2
"Monica","Rick",1
"Monica","Rita",1
"Monica","Rob",1
"Monica","Robbie",1
"Monica","Robert",1
"Monica","Robin Williams",1
"Monica","Roger",2
"Monica","Ronni",1
"Monica","Ross",223
"Monica","Roy",2
"Monica","Rtst",1
"Monica","Russ",1
"Monica","Russell",2
"Monica","Ryan",1
"Monica","Salesman",1
"Monica","Salon Girl",1
"Monica","Same Man's Voice",1
"Monica","Sandy",1
"Monica","Santos",1
"Monica","Sarah",4
"Monica","Scott",1
"Monica","Sebastian",1
"Monica","Second Dorm Guy",1
"Monica","Second Girl",1
"Monica","Second Message",1
"Monica","Secretary",1
"Monica","Security Guard",1
"Monica","Sergei",1
"Monica","Shelley",1
"Monica","Sherman Whitfield",1
"Monica","Shop Assistant",1
"Monica","Sick Bastard",1
"Monica","Sid",1
"Monica","Singer",1
"Monica","Sister 1",1
"Monica","Sleep Clinic Worker",1
"Monica","Smart Kid",1
"Monica","Smoke Detector",1
"Monica","Sonia",1
"Monica","Soothing Male Voice",1
"Monica","Sophie",4
"Monica","Spokeswoman",1
"Monica","Stage Director",1
"Monica","Stage Manager",2
"Monica","Stanley",1
"Monica","Stephanie",2
"Monica","Steve",5
"Monica","Stevens",1
"Monica","Store Guy",1
"Monica","Strange Man",1
"Monica","Stranger",2
"Monica","Stripper",1
"Monica","Stu",1
"Monica","Student",2
"Monica","Supervisor",1
"Monica","Susan",12
"Monica","Susie",1
"Monica","Tag",7
"Monica","Tape",1
"Monica","Tattoo Artist",1
"Monica","Teacher",2
"Monica","Terry",3
"Monica","The ""Hey Guy"" Guy",1
"Monica","The A.d",1
"Monica","The Acting Teacher",1
"Monica","The Bass Barber",1
"Monica","The Chorus Line",1
"Monica","The Cigarette Guy",1
"Monica","The Colonel",1
"Monica","The Conductor",1
"Monica","The Cooking Teacher",1
"Monica","The Croupier",1
"Monica","The Cute Guy",1
"Monica","The Director",8
"Monica","The Doctor",5
"Monica","The Dry Cleaner",1
"Monica","The Fan",1
"Monica","The Fireman",1
"Monica","The Food Critic",1
"Monica","The Girls",7
"Monica","The Grip",1
"Monica","The Guys",9
"Monica","The Head Librarian",1
"Monica","The Hot Girl",1
"Monica","The Housekeeper",1
"Monica","The Husband",1
"Monica","The Instructor",1
"Monica","The Interviewer",2
"Monica","The Knocker",1
"Monica","The Librarian",1
"Monica","The Little Girl",1
"Monica","The Lurker",1
"Monica","The Man",3
"Monica","The Museum Official",1
"Monica","The Old Man",1
"Monica","The Other Woman",1
"Monica","The Paramedic",1
"Monica","The Pastor",1
"Monica","The Photographer",1
"Monica","The Porsche Owner",1
"Monica","The Presenter",1
"Monica","The Producer",1
"Monica","The Professor",1
"Monica","The Rabbi",1
"Monica","The Saleslady",1
"Monica","The Salesman",2
"Monica","The Saleswoman",1
"Monica","The Second Guest",1
"Monica","The Security Guard",1
"Monica","The Singing Man",1
"Monica","The Smoking Woman",1
"Monica","The Stripper",1
"Monica","The Teacher",2
"Monica","The Vampire",1
"Monica","The Waiter",2
"Monica","The Waitress",1
"Monica","The Wedding Guest",1
"Monica","The Woman",3
"Monica","The Woman Dealer",1
"Monica","The Writer",1
"Monica","Ticket Agent",4
"Monica","Tilly",1
"Monica","Tim",2
"Monica","Tom",3
"Monica","Tommy",1
"Monica","Tony",1
"Monica","Tour Guide",1
"Monica","Trainer",1
"Monica","Trudie Styler",1
"Monica","Tv",1
"Monica","Tv Announcer",2
"Monica","Tv Doctor",1
"Monica","Uncle Dan",1
"Monica","Ursula",6
"Monica","Van Damme",1
"Monica","Video",1
"Monica","Vince",1
"Monica","Voice",3
"Monica","Waiter",13
"Monica","Waiter #2",1
"Monica","Waiter in Drag",1
"Monica","Waiter No. 2",1
"Monica","Waiters",1
"Monica","Waitress",6
"Monica","Walker",1
"Monica","Wayne",1
"Monica","We Have 8",1
"Monica","Wedding Planner",1
"Monica","Whitfield",1
"Monica","Whitney",1
"Monica","will",1
"Monica","Witch",1
"Monica","Woman",40
"Monica","Woman at Door",1
"Monica","Woman Giving Birth",1
"Monica","Woman No. 1",2
"Monica","Woman No. 2",2
"Monica","Woman on Train",1
"Monica","Woman on Tv",1
"Monica","Woman's Voice",1
"Monica","Writer",1
"Monica","Young Ethan",1
"Monica","Zack",1
"Monica","Zoe",1
"Morse","New Scene",1
"Morse","Phoebe",1
"Morse","Rachel",1
"Morse","Ross",1
"Morse","The Cute Guy",1
"Morse","The Presenter",1
"Mover","New Scene",1
"Mover","Phoebe",1
"Mover","Rachel",1
"Mover","Ross",1
"Mr a","Mrs Green",1
"Mr a","Mrs. Green",1
"Mr a","Phoebe",1
"Mr a","Rachel",1
"Mr a","Ross",1
"Mr a","Susan",1
"Mr a","Woman",1
"Mr Campbell","Mr Zellner",1
"Mr Campbell","New Scene",1
"Mr Campbell","Phoebe",1
"Mr Campbell","Rachel",1
"Mr Campbell","Realtor",1
"Mr Campbell","Rita",1
"Mr Campbell","Ross",1
"Mr Campbell","Woman",1
"Mr Zellner","New Scene",1
"Mr Zellner","Phoebe",1
"Mr Zellner","Rachel",1
"Mr Zellner","Realtor",1
"Mr Zellner","Rita",1
"Mr Zellner","Ross",1
"Mr Zellner","Woman",1
"Mr Zelner","New Scene",1
"Mr Zelner","Phoebe",1
"Mr Zelner","Phoebe-Estelle",1
"Mr Zelner","Rachel",1
"Mr Zelner","Realtor",1
"Mr Zelner","Ross",1
"Mr. Bing","Mr. Geller",1
"Mr. Bing","Mrs. Bing",1
"Mr. Bing","Mrs. Geller",1
"Mr. Bing","New Scene",1
"Mr. Bing","Phoebe",1
"Mr. Bing","Rachel",1
"Mr. Bing","Richard",1
"Mr. Bing","Ross",1
"Mr. Bing","The Director",1
"Mr. Bing","The Rabbi",1
"Mr. Bing","Woman",1
"Mr. Bowmont","Mr. Thompson",1
"Mr. Bowmont","Narrator",1
"Mr. Bowmont","New Scene",1
"Mr. Bowmont","Phoebe",1
"Mr. Bowmont","Rachel",1
"Mr. Bowmont","Richard",1
"Mr. Bowmont","Richard's Date",1
"Mr. Bowmont","Ross",1
"Mr. Bowmont","Sarah",1
"Mr. Bowmont","Second Dorm Guy",1
"Mr. Bowmont","The Girls",1
"Mr. Bowmont","Waitress",1
"Mr. Bowmont","Zoe",1
"Mr. Boyle","Mr. Heckles",1
"Mr. Boyle","Mr. Treeger",1
"Mr. Boyle","Phoebe",1
"Mr. Boyle","Rachel",1
"Mr. Boyle","Ross",1
"Mr. Burgin","Mrs. Burgin",1
"Mr. Burgin","New Scene",1
"Mr. Burgin","Phoebe",1
"Mr. Burgin","Rachel",1
"Mr. Burgin","Ross",1
"Mr. Burgin","Susan",1
"Mr. Douglas","Mr. Heckles",1
"Mr. Douglas","New Scene",2
"Mr. Douglas","Nina",1
"Mr. Douglas","Phoebe",2
"Mr. Douglas","Rachel",2
"Mr. Douglas","Richard",1
"Mr. Douglas","Ross",2
"Mr. Douglas","Ryan",1
"Mr. Douglas","Scott",1
"Mr. Douglas","Soothing Male Voice",1
"Mr. Douglas","Susan",1
"Mr. Douglas","Teacher",1
"Mr. Douglas","Ursula",1
"Mr. Douglas","Woman",1
"Mr. Franklin","New Scene",1
"Mr. Franklin","Phoebe",1
"Mr. Franklin","Rachel",1
"Mr. Franklin","Ross",1
"Mr. Franklin","Tim",1
"Mr. Geller","Mr. Waltham",2
"Mr. Geller","Mrs. Bing",3
"Mr. Geller","Mrs. Geller",14
"Mr. Geller","Mrs. Waltham",2
"Mr. Geller","New Scene",19
"Mr. Geller","Note",1
"Mr. Geller","Nurse",2
"Mr. Geller","Parker",1
"Mr. Geller","Passenger",1
"Mr. Geller","Past Life Phoebe",1
"Mr. Geller","Phoebe",19
"Mr. Geller","Photographer",1
"Mr. Geller","Rachel",19
"Mr. Geller","Richard",2
"Mr. Geller","Robbie",1
"Mr. Geller","Ross",18
"Mr. Geller","Roy",1
"Mr. Geller","Second Girl",1
"Mr. Geller","Shelley",1
"Mr. Geller","Supervisor",1
"Mr. Geller","Susan",1
"Mr. Geller","Tag",1
"Mr. Geller","Tattoo Artist",1
"Mr. Geller","The ""Hey Guy"" Guy",1
"Mr. Geller","The Director",1
"Mr. Geller","The Doctor",1
"Mr. Geller","The Girls",2
"Mr. Geller","The Housekeeper",1
"Mr. Geller","The Paramedic",1
"Mr. Geller","The Rabbi",1
"Mr. Geller","Ticket Agent",1
"Mr. Geller","Uncle Dan",1
"Mr. Geller","Ursula",1
"Mr. Geller","Video",1
"Mr. Geller","Waiter",2
"Mr. Geller","Woman",4
"Mr. Greene","Mrs. Geller",1
"Mr. Greene","Mrs. Greene",1
"Mr. Greene","New Scene",1
"Mr. Greene","Phoebe",1
"Mr. Greene","Rachel",1
"Mr. Greene","Ross",1
"Mr. Heckles","Mr. Treeger",1
"Mr. Heckles","New Scene",4
"Mr. Heckles","Nina",1
"Mr. Heckles","Paolo",1
"Mr. Heckles","Phoebe",5
"Mr. Heckles","Rachel",5
"Mr. Heckles","Ross",5
"Mr. Heckles","Soothing Male Voice",1
"Mr. Heckles","Susan",1
"Mr. Heckles","Teacher",1
"Mr. Heckles","Ursula",1
"Mr. Heckles","Waitress",1
"Mr. Heckles","Woman",1
"Mr. Heckles","Woman No. 1",1
"Mr. Heckles","Woman No. 2",1
"Mr. Kaplan","New Scene",1
"Mr. Kaplan","Phoebe",1
"Mr. Kaplan","Rachel",1
"Mr. Kaplan","Ross",1
"Mr. Kaplan","Sister 1",1
"Mr. Oberblau","New Scene",1
"Mr. Oberblau","Paleontologist",1
"Mr. Oberblau","Phoebe",1
"Mr. Oberblau","Professore Clerk",1
"Mr. Oberblau","Rachel",1
"Mr. Oberblau","Ross",1
"Mr. Oberblau","Sarah",1
"Mr. Oberblau","Waiter",1
"Mr. Oberblau","Woman",1
"Mr. Posner","Mrs. Lynch",1
"Mr. Posner","New Scene",1
"Mr. Posner","Phoebe",1
"Mr. Posner","Rachel",1
"Mr. Posner","Ross",1
"Mr. Posner","Sophie",1
"Mr. Simon","Mr. Treeger",1
"Mr. Simon","Mrs. Potter",1
"Mr. Simon","Ms. Lambert",1
"Mr. Simon","New Scene",1
"Mr. Simon","Phoebe",1
"Mr. Simon","Rachel",1
"Mr. Simon","Rick",1
"Mr. Simon","Ross",1
"Mr. Simon","Woman",1
"Mr. Thompson","Narrator",1
"Mr. Thompson","New Scene",1
"Mr. Thompson","Phoebe",1
"Mr. Thompson","Rachel",1
"Mr. Thompson","Richard",1
"Mr. Thompson","Richard's Date",1
"Mr. Thompson","Ross",1
"Mr. Thompson","Sarah",1
"Mr. Thompson","Second Dorm Guy",1
"Mr. Thompson","The Girls",1
"Mr. Thompson","Waitress",1
"Mr. Thompson","Zoe",1
"Mr. Treeger","Mrs. Potter",1
"Mr. Treeger","Ms. Lambert",1
"Mr. Treeger","New Scene",4
"Mr. Treeger","Nurse",1
"Mr. Treeger","Phoebe",5
"Mr. Treeger","Rachel",5
"Mr. Treeger","Rick",1
"Mr. Treeger","Ross",5
"Mr. Treeger","The Doctor",1
"Mr. Treeger","Ticket Agent",2
"Mr. Treeger","Woman",2
"Mr. Tribbiani","Mrs. Tribbiani",1
"Mr. Tribbiani","New Scene",1
"Mr. Tribbiani","Phoebe",1
"Mr. Tribbiani","Rachel",1
"Mr. Tribbiani","Roger",1
"Mr. Tribbiani","Ronni",1
"Mr. Tribbiani","Ross",1
"Mr. Waltham","Mrs. Geller",2
"Mr. Waltham","Mrs. Waltham",2
"Mr. Waltham","New Scene",4
"Mr. Waltham","Passenger",1
"Mr. Waltham","Phoebe",4
"Mr. Waltham","Rachel",4
"Mr. Waltham","Ross",4
"Mr. Waltham","The A.d",1
"Mr. Waltham","The Cigarette Guy",1
"Mr. Waltham","Ticket Agent",1
"Mr. Waltham","Waiter",1
"Mr. Waltham","Woman",1
"Mr. Wineburg","Mrs. Wineburg",1
"Mr. Wineburg","New Scene",1
"Mr. Wineburg","Phoebe",1
"Mr. Wineburg","Rachel",1
"Mr. Wineburg","Richard",1
"Mr. Wineburg","Ross",1
"Mr. Wineburg","Wedding Planner",1
"Mr. Zelner","New Scene",4
"Mr. Zelner","Phoebe",4
"Mr. Zelner","Rachel",4
"Mr. Zelner","Ross",4
"Mr. Zelner","Tag",1
"Mr. Zelner","The Hot Girl",1
"Mr. Zelner","The Knocker",1
"Mr. Zelner","The Little Girl",1
"Mr. Zelner","The Man",2
"Mr. Zelner","The Old Man",1
"Mr. Zelner","The Woman",1
"Mrs Buffay","New Scene",1
"Mrs Buffay","Phoebe",1
"Mrs Buffay","Rachel",1
"Mrs Buffay","Ross",1
"Mrs Green","Mrs. Green",1
"Mrs Green","Phoebe",1
"Mrs Green","Rachel",1
"Mrs Green","Ross",1
"Mrs Green","Susan",1
"Mrs Green","Woman",1
"Mrs. Bing","Mrs. Geller",2
"Mrs. Bing","New Scene",4
"Mrs. Bing","Paolo",1
"Mrs. Bing","Past Life Phoebe",1
"Mrs. Bing","Phoebe",4
"Mrs. Bing","Photographer",1
"Mrs. Bing","Rachel",4
"Mrs. Bing","Richard",1
"Mrs. Bing","Ross",4
"Mrs. Bing","Second Girl",1
"Mrs. Bing","The Director",1
"Mrs. Bing","The Doctor",1
"Mrs. Bing","The Girls",1
"Mrs. Bing","The Housekeeper",1
"Mrs. Bing","The Paramedic",1
"Mrs. Bing","The Rabbi",1
"Mrs. Bing","Waiter",1
"Mrs. Bing","Woman",2
"Mrs. Burgin","New Scene",1
"Mrs. Burgin","Phoebe",1
"Mrs. Burgin","Rachel",1
"Mrs. Burgin","Ross",1
"Mrs. Burgin","Susan",1
"Mrs. Burkart","New Scene",1
"Mrs. Burkart","Phoebe",1
"Mrs. Burkart","Rachel",1
"Mrs. Burkart","Ross",1
"Mrs. Chatracus","New Scene",1
"Mrs. Chatracus","Phoebe",1
"Mrs. Chatracus","Rachel",1
"Mrs. Chatracus","Ross",1
"Mrs. Chatracus","Woman",1
"Mrs. Geller","Mrs. Greene",1
"Mrs. Geller","Mrs. Waltham",2
"Mrs. Geller","New Scene",17
"Mrs. Geller","Note",1
"Mrs. Geller","Nurse",2
"Mrs. Geller","Oven",1
"Mrs. Geller","Parker",1
"Mrs. Geller","Passenger",1
"Mrs. Geller","Past Life Phoebe",1
"Mrs. Geller","Phoebe",17
"Mrs. Geller","Rachel",17
"Mrs. Geller","Richard",2
"Mrs. Geller","Robbie",1
"Mrs. Geller","Ross",17
"Mrs. Geller","Roy",1
"Mrs. Geller","Shelley",1
"Mrs. Geller","Sick Bastard",1
"Mrs. Geller","Sid",1
"Mrs. Geller","Sophie",1
"Mrs. Geller","Susan",1
"Mrs. Geller","Tag",1
"Mrs. Geller","Tattoo Artist",1
"Mrs. Geller","The Director",1
"Mrs. Geller","The Doctor",1
"Mrs. Geller","The Girls",1
"Mrs. Geller","The Housekeeper",1
"Mrs. Geller","The Paramedic",1
"Mrs. Geller","The Rabbi",1
"Mrs. Geller","The Salesman",1
"Mrs. Geller","Ticket Agent",1
"Mrs. Geller","Uncle Dan",1
"Mrs. Geller","Ursula",1
"Mrs. Geller","Video",1
"Mrs. Geller","Waiter",1
"Mrs. Geller","Woman",4
"Mrs. Geller","Woman Giving Birth",1
"Mrs. Green","New Scene",1
"Mrs. Green","Phoebe",2
"Mrs. Green","Rachel",2
"Mrs. Green","Ray",1
"Mrs. Green","Ross",2
"Mrs. Green","Susan",1
"Mrs. Green","Woman",2
"Mrs. Greene","New Scene",1
"Mrs. Greene","Phoebe",1
"Mrs. Greene","Rachel",1
"Mrs. Greene","Ross",1
"Mrs. Lynch","New Scene",1
"Mrs. Lynch","Phoebe",1
"Mrs. Lynch","Rachel",1
"Mrs. Lynch","Ross",1
"Mrs. Lynch","Sophie",1
"Mrs. Potter","Ms. Lambert",1
"Mrs. Potter","New Scene",1
"Mrs. Potter","Phoebe",1
"Mrs. Potter","Rachel",1
"Mrs. Potter","Rick",1
"Mrs. Potter","Ross",1
"Mrs. Potter","Woman",1
"Mrs. Tedlock","New Scene",1
"Mrs. Tedlock","Phoebe",1
"Mrs. Tedlock","Rachel",1
"Mrs. Tedlock","Ross",1
"Mrs. Tedlock","Steve",1
"Mrs. Tedlock","Woman",1
"Mrs. Tribbiani","New Scene",1
"Mrs. Tribbiani","Phoebe",1
"Mrs. Tribbiani","Rachel",1
"Mrs. Tribbiani","Roger",1
"Mrs. Tribbiani","Ronni",1
"Mrs. Tribbiani","Ross",1
"Mrs. Waltham","New Scene",2
"Mrs. Waltham","Passenger",1
"Mrs. Waltham","Phoebe",2
"Mrs. Waltham","Rachel",2
"Mrs. Waltham","Ross",2
"Mrs. Waltham","Ticket Agent",1
"Mrs. Waltham","Waiter",1
"Mrs. Wineburg","New Scene",1
"Mrs. Wineburg","Phoebe",1
"Mrs. Wineburg","Rachel",1
"Mrs. Wineburg","Richard",1
"Mrs. Wineburg","Ross",1
"Mrs. Wineburg","Wedding Planner",1
"Ms. Geller","New Scene",1
"Ms. Geller","Phoebe",1
"Ms. Geller","Rachel",1
"Ms. Geller","Ross",1
"Ms. Geller","Waiter",1
"Ms. Geller","Waiters",1
"Ms. Lambert","New Scene",1
"Ms. Lambert","Phoebe",1
"Ms. Lambert","Rachel",1
"Ms. Lambert","Rick",1
"Ms. Lambert","Ross",1
"Ms. Lambert","Woman",1
"Ms. Mckenna","New Scene",1
"Ms. Mckenna","Phoebe",1
"Ms. Mckenna","Rachel",1
"Ms. Mckenna","Ross",1
"Nancy","New Scene",1
"Nancy","Phoebe",1
"Nancy","Rachel",1
"Nancy","Raymond",1
"Nancy","Ross",1
"Narrator","New Scene",1
"Narrator","Phoebe",1
"Narrator","Rachel",1
"Narrator","Richard",1
"Narrator","Richard's Date",1
"Narrator","Ross",1
"Narrator","Sarah",1
"Narrator","Second Dorm Guy",1
"Narrator","The Girls",1
"Narrator","Waitress",1
"Narrator","Zoe",1
"New Scene","Nina",1
"New Scene","Note",1
"New Scene","Nurse",13
"New Scene","Nurse #1",1
"New Scene","Nurse #2",1
"New Scene","Old Woman",1
"New Scene","Older Scientist",1
"New Scene","Others",1
"New Scene","Oven",1
"New Scene","Owen",1
"New Scene","Pa",1
"New Scene","Paleontologist",1
"New Scene","Paolo",3
"New Scene","Parker",1
"New Scene","Party Guests",1
"New Scene","Passenger",1
"New Scene","Passenger #1",1
"New Scene","Passenger #2",1
"New Scene","Passenger #3",1
"New Scene","Past Life Phoebe",1
"New Scene","Patrick",1
"New Scene","Patron",1
"New Scene","Paul",4
"New Scene","Paula",1
"New Scene","Paulo",1
"New Scene","Pbs Volunteer",1
"New Scene","Pete",6
"New Scene","Pete's Mom",1
"New Scene","Peter",1
"New Scene","Petrie",1
"New Scene","Phil",1
"New Scene","Phoebe",222
"New Scene","Phoebe Sr",2
"New Scene","Phoebe Sr.",1
"New Scene","Phoebe-Estelle",1
"New Scene","Phoebe's Assistant",1
"New Scene","Photographer",1
"New Scene","Pizza Guy",2
"New Scene","Policeman",1
"New Scene","Precious",1
"New Scene","Priest on Tv",1
"New Scene","Producer",1
"New Scene","Prof. Sherman",1
"New Scene","Professor Feesen",1
"New Scene","Professor Sherman",1
"New Scene","Professor Spafford",1
"New Scene","Professore Clerk",1
"New Scene","Quartet",1
"New Scene","Racel",1
"New Scene","Rache",1
"New Scene","Rachel",223
"New Scene","Rachel's Boss",1
"New Scene","Radio",1
"New Scene","Rahcel",1
"New Scene","Ralph Lauren",1
"New Scene","Ray",1
"New Scene","Raymond",1
"New Scene","Realtor",2
"New Scene","Receptionist",5
"New Scene","Referee",1
"New Scene","Richard",9
"New Scene","Richard's Date",2
"New Scene","Rick",1
"New Scene","Rita",1
"New Scene","Rob",1
"New Scene","Robbie",1
"New Scene","Robert",1
"New Scene","Robin Williams",1
"New Scene","Roger",2
"New Scene","Ronni",1
"New Scene","Ross",221
"New Scene","Roy",2
"New Scene","Rtst",1
"New Scene","Russ",1
"New Scene","Russell",2
"New Scene","Ryan",1
"New Scene","Salesman",1
"New Scene","Salon Girl",1
"New Scene","Same Man's Voice",1
"New Scene","Sandy",1
"New Scene","Santos",1
"New Scene","Sarah",4
"New Scene","Scott",1
"New Scene","Sebastian",1
"New Scene","Second Dorm Guy",1
"New Scene","Second Girl",1
"New Scene","Second Message",1
"New Scene","Secretary",1
"New Scene","Security Guard",1
"New Scene","Sergei",1
"New Scene","Shelley",1
"New Scene","Sherman Whitfield",1
"New Scene","Shop Assistant",1
"New Scene","Sick Bastard",1
"New Scene","Sid",1
"New Scene","Singer",1
"New Scene","Sister 1",1
"New Scene","Sleep Clinic Worker",1
"New Scene","Smart Kid",1
"New Scene","Smoke Detector",1
"New Scene","Sonia",1
"New Scene","Soothing Male Voice",1
"New Scene","Sophie",4
"New Scene","Spokeswoman",1
"New Scene","Stage Director",1
"New Scene","Stage Manager",2
"New Scene","Stanley",1
"New Scene","Stephanie",2
"New Scene","Steve",5
"New Scene","Stevens",1
"New Scene","Store Guy",1
"New Scene","Strange Man",1
"New Scene","Stranger",2
"New Scene","Stripper",1
"New Scene","Stu",1
"New Scene","Student",2
"New Scene","Supervisor",1
"New Scene","Susan",11
"New Scene","Susie",1
"New Scene","Tag",7
"New Scene","Tape",1
"New Scene","Tattoo Artist",1
"New Scene","Teacher",2
"New Scene","Terry",3
"New Scene","The ""Hey Guy"" Guy",1
"New Scene","The A.d",1
"New Scene","The Acting Teacher",1
"New Scene","The Bass Barber",1
"New Scene","The Chorus Line",1
"New Scene","The Cigarette Guy",1
"New Scene","The Colonel",1
"New Scene","The Conductor",1
"New Scene","The Cooking Teacher",1
"New Scene","The Croupier",1
"New Scene","The Cute Guy",1
"New Scene","The Director",8
"New Scene","The Doctor",5
"New Scene","The Dry Cleaner",1
"New Scene","The Fan",1
"New Scene","The Fireman",1
"New Scene","The Food Critic",1
"New Scene","The Girls",7
"New Scene","The Grip",1
"New Scene","The Guys",9
"New Scene","The Head Librarian",1
"New Scene","The Hot Girl",1
"New Scene","The Housekeeper",1
"New Scene","The Husband",1
"New Scene","The Instructor",1
"New Scene","The Interviewer",2
"New Scene","The Knocker",1
"New Scene","The Librarian",1
"New Scene","The Little Girl",1
"New Scene","The Lurker",1
"New Scene","The Man",3
"New Scene","The Museum Official",1
"New Scene","The Old Man",1
"New Scene","The Other Woman",1
"New Scene","The Paramedic",1
"New Scene","The Pastor",1
"New Scene","The Photographer",1
"New Scene","The Porsche Owner",1
"New Scene","The Presenter",1
"New Scene","The Producer",1
"New Scene","The Professor",1
"New Scene","The Rabbi",1
"New Scene","The Saleslady",1
"New Scene","The Salesman",2
"New Scene","The Saleswoman",1
"New Scene","The Second Guest",1
"New Scene","The Security Guard",1
"New Scene","The Singing Man",1
"New Scene","The Smoking Woman",1
"New Scene","The Stripper",1
"New Scene","The Teacher",2
"New Scene","The Vampire",1
"New Scene","The Waiter",2
"New Scene","The Waitress",1
"New Scene","The Wedding Guest",1
"New Scene","The Woman",3
"New Scene","The Woman Dealer",1
"New Scene","The Writer",1
"New Scene","Ticket Agent",4
"New Scene","Tilly",1
"New Scene","Tim",2
"New Scene","Tom",3
"New Scene","Tommy",1
"New Scene","Tony",1
"New Scene","Tour Guide",1
"New Scene","Trainer",1
"New Scene","Trudie Styler",1
"New Scene","Tv",1
"New Scene","Tv Announcer",2
"New Scene","Tv Doctor",1
"New Scene","Uncle Dan",1
"New Scene","Ursula",6
"New Scene","Van Damme",1
"New Scene","Video",1
"New Scene","Vince",1
"New Scene","Voice",3
"New Scene","Waiter",13
"New Scene","Waiter #2",1
"New Scene","Waiter in Drag",1
"New Scene","Waiter No. 2",1
"New Scene","Waiters",1
"New Scene","Waitress",6
"New Scene","Walker",1
"New Scene","Wayne",1
"New Scene","We Have 8",1
"New Scene","Wedding Planner",1
"New Scene","Whitfield",1
"New Scene","Whitney",1
"New Scene","will",1
"New Scene","Witch",1
"New Scene","Woman",39
"New Scene","Woman at Door",1
"New Scene","Woman Giving Birth",1
"New Scene","Woman No. 1",2
"New Scene","Woman No. 2",2
"New Scene","Woman on Train",1
"New Scene","Woman on Tv",1
"New Scene","Woman's Voice",1
"New Scene","Writer",1
"New Scene","Young Ethan",1
"New Scene","Zack",1
"New Scene","Zoe",1
"Nina","Phoebe",1
"Nina","Rachel",1
"Nina","Ross",1
"Nina","Soothing Male Voice",1
"Nina","Susan",1
"Nina","Teacher",1
"Nina","Ursula",1
"Nina","Woman",1
"Note","Phoebe",1
"Note","Rachel",1
"Note","Ross",1
"Note","Roy",1
"Nurse","Passenger #1",1
"Nurse","Passenger #2",1
"Nurse","Passenger #3",1
"Nurse","Phoebe",13
"Nurse","Rachel",13
"Nurse","Receptionist",2
"Nurse","Roger",1
"Nurse","Ross",13
"Nurse","Shelley",1
"Nurse","Sick Bastard",1
"Nurse","Sid",1
"Nurse","Susan",2
"Nurse","Tape",1
"Nurse","Ticket Agent",2
"Nurse","Tim",1
"Nurse","Voice",1
"Nurse","Woman",4
"Nurse","Woman Giving Birth",1
"Nurse #1","Nurse #2",1
"Nurse #1","Phoebe",1
"Nurse #1","Rachel",1
"Nurse #1","Ross",1
"Nurse #1","Tag",1
"Nurse #1","Terry",1
"Nurse #1","The Director",1
"Nurse #2","Phoebe",1
"Nurse #2","Rachel",1
"Nurse #2","Ross",1
"Nurse #2","Tag",1
